0	13
1	2
2	11
3	36
4	5
5	1
6	26
7	119
8	40
9	44
10	0
11	9
12	18
13	10
14	7
15	30
16	41
17	57
18	53
19	15
20	17
21	12
22	16
23	76
24	34
25	43
26	47
27	25
28	4
29	24
30	29
33	52
34	22
35	28
36	23
37	20
38	37
39	61
40	48
41	63
42	69
43	32
44	19
45	54
47	14
48	31
49	38
50	51
51	77
52	60
53	64
54	8
56	55
57	39
58	80
59	83
60	67
61	6
62	104
63	3
64	86
65	71
66	82
68	70
70	35
71	118
72	56
73	49
74	109
76	75
77	65
78	21
79	27
80	98
81	42
82	124
83	33
87	105
88	50
89	87
90	93
95	113
96	74
97	81
98	95
100	78
101	110
102	66
103	72
104	58
105	85
108	79
109	62
110	99
111	88
112	103
113	100
114	116
115	89
116	92
120	112
125	59
126	102
127	84
129	111
130	45
131	96
136	114
138	97
140	117
142	115
144	101
150	90
151	121
157	94
161	73
162	120
163	107
165	108
168	68
174	91
180	122
189	123
209	106
218	46
